         3689970 function calls (3541787 primitive calls) in 17.472 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2134    0.006    0.000    0.199    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\util\nest_util.py:866(_tf_core_pack_sequence_as)
      720    0.008    0.000    0.197    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\data\ops\optional_ops.py:180(get_value)
      526    0.004    0.000    0.196    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\backend\tensorflow\numpy.py:595(mean)
      919    0.001    0.000    0.195    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\tensor_conversion.py:96(convert_to_tensor_v2_with_dispatch)
      722    0.004    0.000    0.195    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\core\function\polymorphism\function_type.py:442(pack_output)
      919    0.001    0.000    0.194    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\tensor_conversion.py:166(convert_to_tensor_v2)
      720    0.005    0.000    0.188    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\type_spec.py:257(from_tensors)
       63    0.017    0.000    0.187    0.003 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\auto_control_deps.py:343(__exit__)
    67/63    0.000    0.000    0.184    0.003 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\util\deprecation.py:554(new_func)
     3371    0.036    0.000    0.184    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\ops.py:999(_create_c_op)
     2749    0.011    0.000    0.182    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\util\nest_util.py:174(sequence_like)
     2727    0.014    0.000    0.179    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\typing.py:2009(__instancecheck__)
      142    0.002    0.000    0.178    0.001 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\while_v2.py:1098(_capture_helper)
23731/13477    0.008    0.000    0.168    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\contextlib.py:132(__enter__)
     1859    0.004    0.000    0.164    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\backend\tensorflow\core.py:126(convert_to_tensor)
       20    0.000    0.000    0.159    0.008 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\cond.py:39(cond)
       20    0.001    0.000    0.159    0.008 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\cond_v2.py:73(cond_v2)
      692    0.006    0.000    0.153    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\ops.py:277(_create_graph_constant)
      728    0.004    0.000    0.148    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\core\function\polymorphism\function_cache.py:43(lookup)
    27/10    0.000    0.000    0.146    0.015 <frozen importlib._bootstrap>:1165(_find_and_load)
     25/8    0.000    0.000    0.146    0.018 <frozen importlib._bootstrap>:1120(_find_and_load_unlocked)
     3453    0.010    0.000    0.144    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\auto_control_deps.py:606(_get_resource_inputs)
     5499    0.040    0.000    0.141    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\typing.py:1930(_get_protocol_attrs)
     23/7    0.000    0.000    0.141    0.020 <frozen importlib._bootstrap>:666(_load_unlocked)
     23/7    0.000    0.000    0.140    0.020 <frozen importlib._bootstrap_external>:934(exec_module)
       19    0.000    0.000    0.135    0.007 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\variables.py:1223(<lambda>)
       19    0.000    0.000    0.135    0.007 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\variables.py:48(default_variable_creator_v2)
       19    0.000    0.000    0.135    0.007 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\resource_variable_ops.py:340(default_variable_creator_v2)
       19    0.000    0.000    0.135    0.007 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\resource_variable_ops.py:1760(__init__)
     4784    0.019    0.000    0.135    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\func_graph.py:864(_func_graph_as_default_inner_cm)
       19    0.001    0.000    0.135    0.007 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\resource_variable_ops.py:1904(_init_from_args)
    21/12    0.000    0.000    0.134    0.011 {built-in method builtins.__import__}
     2752    0.004    0.000    0.134    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\typing.py:1947(_is_callable_members_only)
     63/9    0.000    0.000    0.131    0.015 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
      152    0.001    0.000    0.131    0.001 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\gen_math_ops.py:6806(mul)
       37    0.000    0.000    0.126    0.003 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\backend\tensorflow\core.py:48(<lambda>)
       23    0.000    0.000    0.126    0.005 <frozen importlib._bootstrap_external>:1007(get_code)
       34    0.000    0.000    0.125    0.004 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\math_grad.py:139(_ReduceGradientArgs)
        4    0.000    0.000    0.123    0.031 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\util\deprecation.py:642(new_func)
        4    0.000    0.000    0.122    0.031 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\while_loop.py:35(while_loop_v2)
        4    0.000    0.000    0.122    0.031 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\while_loop.py:255(while_loop)
2916/2852    0.003    0.000    0.122    0.000 <frozen importlib._bootstrap>:1207(_handle_fromlist)
        4    0.000    0.000    0.121    0.030 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\while_v2.py:58(while_loop)
       24    0.000    0.000    0.121    0.005 <frozen importlib._bootstrap_external>:1127(get_data)
       24    0.118    0.005    0.118    0.005 {built-in method io.open_code}
      720    0.001    0.000    0.111    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\data\util\structure.py:255(from_tensor_list)
5706/4850    0.013    0.000    0.111    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\core\function\trace_type\trace_type_builder.py:127(from_value)
      724    0.005    0.000    0.111    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\data\util\structure.py:197(_from_tensor_list_helper)
       14    0.000    0.000    0.111    0.008 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\math_grad.py:1404(_MulGrad)
     3613    0.010    0.000    0.110    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\core\function\polymorphism\function_type.py:459(__hash__)
       96    0.000    0.000    0.106    0.001 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\backend\tensorflow\sparse.py:429(sparse_wrapper)
      643    0.003    0.000    0.106    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\core\function\capture\capture_container.py:267(_create_placeholder_helper)
      608    0.004    0.000    0.104    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\tensor.py:1008(placeholder_value)
      287    0.001    0.000    0.099    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\resource_variable_ops.py:815(_read_variable_op)
      526    0.002    0.000    0.097    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\math_ops.py:2538(reduce_mean)
81247/5857    0.041    0.000    0.097    0.000 {built-in method builtins.hash}
      254    0.001    0.000    0.096    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\resource_variable_ops.py:653(value)
      722    0.005    0.000    0.096    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\core\function\polymorphism\function_type.py:388(unpack_inputs)
      252    0.000    0.000    0.096    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\resource_variable_ops.py:2377(_dense_var_to_tensor)
      252    0.000    0.000    0.095    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\resource_variable_ops.py:1615(_dense_var_to_tensor)
      324    0.001    0.000    0.095    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\gen_array_ops.py:4212(identity)
        4    0.000    0.000    0.095    0.024 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\importlib\__init__.py:108(import_module)
      5/4    0.000    0.000    0.095    0.024 <frozen importlib._bootstrap>:1192(_gcd_import)
        1    0.000    0.000    0.094    0.094 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\util\lazy_loader.py:177(__getattr__)
        1    0.000    0.000    0.094    0.094 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\util\lazy_loader.py:49(_load)
     3185    0.007    0.000    0.094    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\math_ops.py:940(cast)
      594    0.002    0.000    0.093    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\math_ops.py:2083(_ReductionDims)
     3065    0.008    0.000    0.093    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\auto_control_deps_utils.py:85(get_read_write_resource_inputs)
        1    0.000    0.000    0.093    0.093 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\backend\tensorflow\trainer.py:717(__init__)
        1    0.000    0.000    0.092    0.092 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\trainers\data_adapters\array_data_adapter.py:105(get_tf_dataset)
      287    0.001    0.000    0.092    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\resource_variable_ops.py:830(read_and_set_handle)
      304    0.001    0.000    0.092    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\array_ops.py:253(identity)
      287    0.001    0.000    0.091    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\gen_resource_variable_ops.py:511(read_variable_op)
     5513    0.089    0.000    0.089    0.000 {method 'keys' of 'mappingproxy' objects}
      721    0.002    0.000    0.088    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\type_spec.py:246(to_tensors)
      722    0.003    0.000    0.088    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\core\function\polymorphism\type_dispatch.py:75(dispatch)
        2    0.000    0.000    0.087    0.044 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\layers\rnn\lstm.py:449(__init__)
      222    0.000    0.000    0.087    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\backend\tensorflow\core.py:79(__tf_tensor__)
1714/1691    0.002    0.000    0.086    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\util\nest_util.py:1105(<listcomp>)
